CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Canal_Divulgacao;Sigla_UF
00.000.000/0001-91;2025-01-01;1;146477;BCO BRASIL S.A.;Correio Braziliense;DF
00.000.000/0001-91;2025-01-01;1;146477;BCO BRASIL S.A.;https://portal.mzgroup.com/fatos-relevantes/;SP
00.000.000/0001-91;2025-01-01;1;146477;BCO BRASIL S.A.;ri.bb.com.br;BR
00.000.000/0001-91;2025-01-01;1;146477;BCO BRASIL S.A.;www.cvm.gov.br;BR
00.000.208/0001-00;2025-01-01;2;149158;BRB BANCO DE BRASILIA S.A.;Diário Oficial do Distrito Federal;DF
00.000.208/0001-00;2025-01-01;2;149158;BRB BANCO DE BRASILIA S.A.;Jornal Correio Braziliense;DF
00.000.208/0001-00;2025-01-01;2;149158;BRB BANCO DE BRASILIA S.A.;Portal de notícias Luz Publicidade (https://luzdigi.com.br);RJ
00.001.180/0001-26;2025-01-01;4;150856;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Valor Econômico;SP
00.070.698/0001-11;2025-01-01;1;150598;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;Correio Braziliense;DF
00.080.671/0001-00;2025-01-01;2;144960;CARAMURU ALIMENTOS S.A.;Jornal Plural Notícias;GO
00.185.475/0001-08;2025-01-01;4;149963;PARCOM PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Diário do Acionista;RJ
00.194.724/0001-13;2025-01-01;2;151509;Auren Operações S.A.;Diário Comercial (https://diariocomercial.com.br/publicidade-legal/);SP
00.194.724/0001-13;2025-01-01;2;151509;Auren Operações S.A.;Portal Valor RI (http://www.valor.com.br/valor-ri);BR
00.194.724/0001-13;2025-01-01;2;151509;Auren Operações S.A.;Valor Econômico;SP
00.242.184/0001-04;2025-01-01;1;144425;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;Diário Oficial do Estado de São Paulo;SP
00.242.184/0001-04;2025-01-01;1;144425;ARMAC LOCAÇÃO, LOGÍSTICA E SERVIÇOS S.A.;O Dia;SP
00.249.786/0001-85;2025-01-01;4;149960;FORPART S.A. - EM LIQUIDAÇÃO;Diário do Acionista;RJ
00.336.701/0001-04;2025-01-01;1;147779;TELEC BRASILEIRAS S.A. TELEBRAS;http://www.telebras.com.br/investidores;DF
00.336.701/0001-04;2025-01-01;1;147779;TELEC BRASILEIRAS S.A. TELEBRAS;https://jornaldebrasilia.com.br;DF
00.357.038/0001-16;2025-01-01;2;150903;Centrais Elétricas do Norte do Brasil S.A.;Jornal de Brasília;DF
00.357.038/0001-16;2025-01-01;2;150903;Centrais Elétricas do Norte do Brasil S.A.;Portal de notícias - Valor Globo;SP
00.359.742/0001-08;2025-01-01;5;149878;FICTOR ALIMENTOS S.A.;Portal de notícias Luz Publicidade (www.luzdigi.com.br);SP
00.359.742/0001-08;2025-01-01;5;149878;FICTOR ALIMENTOS S.A.;Sistema EmpresasNET (www.rad.cvm.gov.br/ENET);SP
00.359.742/0001-08;2025-01-01;5;149878;FICTOR ALIMENTOS S.A.;Site Companhia (www.fictoralimentos.com.br);SP
00.383.281/0001-09;2025-01-01;1;146253;BNDES PARTICIPACOES S.A. - BNDESPAR;Diário Oficial da União;DF
00.383.281/0001-09;2025-01-01;1;146253;BNDES PARTICIPACOES S.A. - BNDESPAR;O Estado de São Paulo;SP
00.389.481/0001-79;2025-01-01;1;149894;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;Tribuna da Bahia - digital;BA
00.389.481/0001-79;2025-01-01;1;149894;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;Tribuna da Bahia - Impresso;BA
00.644.907/0001-93;2025-01-01;1;147197;INVESTCO S.A.;Valor Econômico (Edição Nacional);TO
00.743.065/0001-27;2025-01-01;1;148120;LITEL PARTICIPACOES S.A.;Monitor Mercantil;RJ
00.776.574/0001-56;2025-01-01;1;149003;AMERICANAS S.A. - em Recuperação Judicial;Valor Econômico;SP
00.864.214/0001-06;2025-01-01;1;148559;ENERGISA S.A.;Diário do Comércio;MG
00.864.214/0001-06;2025-01-01;1;148559;ENERGISA S.A.;https://ri.energisa.com.br/;MG
00.864.214/0001-06;2025-01-01;1;148559;ENERGISA S.A.;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
00.873.894/0001-24;2025-01-01;1;149122;Lets Rent a Car S/A;https://portal.mzgroup.com/fatos-relevantes/;BR
00.873.894/0001-24;2025-01-01;1;149122;Lets Rent a Car S/A;https://ri.lets.com.br/;SP
00.873.894/0001-24;2025-01-01;1;149122;Lets Rent a Car S/A;https://www.ri.lets.com.br;SP
00.873.894/0001-24;2025-01-01;1;149122;Lets Rent a Car S/A;Valor Econômico;SP
00.897.864/0001-58;2025-01-01;1;148727;SANTA CATARINA PART INVEST SA;DIARIO CATARINENSE;SC
00.924.429/0001-75;2025-01-01;2;148072;FERROVIA CENTRO-ATLANTICA S.A.;Diário do Comércio (Belo Horizonte);MG
00.938.574/0001-05;2025-01-01;1;148067;CONC RIO-TERESOPOLIS S.A.;Diário Comercial - (Edição Digital);RJ
00.938.574/0001-05;2025-01-01;1;148067;CONC RIO-TERESOPOLIS S.A.;Diário Comercial - (Edição Impressa);RJ
00.974.211/0001-25;2025-01-01;1;144365;Linha Amarela S.A. - LAMSA;Diário Comercial;RJ
00.979.969/0001-56;2025-01-01;1;146308;CAIXA ADM DIV PUB ESTADUAL SA;Jornal do Commercio;RS
01.027.058/0001-91;2025-01-01;1;148800;CIELO S.A. -  Instituição de Pagamento;Valor Econômico;SP
01.083.200/0001-18;2025-01-01;1;147386;NEOENERGIA S.A.;http://ri.neoenergia.com/;RJ
01.083.200/0001-18;2025-01-01;1;147386;NEOENERGIA S.A.;https://valor.globo.com/;RJ
01.083.200/0001-18;2025-01-01;1;147386;NEOENERGIA S.A.;Jornal Valor Econômico Impresso;RJ
01.107.327/0001-20;2025-01-01;2;150564;BBM Logística S.A.;JORNAL METRÓPOLE;PR
01.107.327/0001-20;2025-01-01;2;150564;BBM Logística S.A.;Portal NEO1;PR
01.258.944/0001-26;2025-01-01;3;148482;Rumo Malha Sul S.A.;Bem Paraná - Curitiba;PR
01.319.044/0001-41;2025-01-01;2;148304;WTC AMAZONAS SUITE HOTEL S.A.;Diario de Notícias de São Paulo;SP
01.417.222/0001-77;2025-01-01;2;149838;MRS LOGISTICA S.A.;Diário do Acionista;RJ
01.543.032/0001-04;2025-01-01;1;146767;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;O Popular;GO
01.543.032/0001-04;2025-01-01;1;146767;EQUATORIAL GOIÁS DISTRIBUIDORA DE ENERGIA S.A.;Site de Relações com Investidores da Equatorial;DF
01.545.826/0001-07;2025-01-01;1;144125;GAFISA S.A.;Estado de São Paulo;SP
01.545.826/0001-07;2025-01-01;1;144125;GAFISA S.A.;Valor Econômico (Edição Nacional);SP
01.547.749/0001-16;2025-01-01;1;148119;521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;Diário Comercial;RJ
01.548.981/0001-79;2025-01-01;1;145296;INVESTIMENTOS BEMGE S.A.;https://estadaori.estadao.com.br/publicacoes/;SP
01.548.981/0001-79;2025-01-01;1;145296;INVESTIMENTOS BEMGE S.A.;https://prnewswire.com.br;SP
01.548.981/0001-79;2025-01-01;1;145296;INVESTIMENTOS BEMGE S.A.;O Estado de São Paulo;SP
01.599.101/0001-93;2025-01-01;2;149281;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Jornal o Dia SP;SP
01.616.929/0001-02;2025-01-01;1;147561;SANEAMENTO DE GOIAS SA;Diário da Manhã;GO
01.616.929/0001-02;2025-01-01;1;147561;SANEAMENTO DE GOIAS SA;Diário do Estado;GO
01.616.929/0001-02;2025-01-01;1;147561;SANEAMENTO DE GOIAS SA;Diário Oficial do Estado de Goiás;GO
01.616.929/0001-02;2025-01-01;1;147561;SANEAMENTO DE GOIAS SA;O Popular;GO
01.616.929/0001-02;2025-01-01;1;147561;SANEAMENTO DE GOIAS SA;www.ri.saneago.com.br;GO
01.637.895/0001-32;2025-01-01;1;145128;Votorantim Cimentos S.A.;Jornal "O Dia SP";SP
01.637.895/0001-32;2025-01-01;1;145128;Votorantim Cimentos S.A.;P. Notícias: https://www.jornalodiasp.com.br/leiloes-publicidade-legal/;SP
01.637.895/0001-32;2025-01-01;1;145128;Votorantim Cimentos S.A.;Site de RI: https://ri.votorantimcimentos.com.br/;SP
01.838.723/0001-27;2025-01-01;2;148584;BRF S.A.;http://www.prnewswire.com/;SP
01.838.723/0001-27;2025-01-01;2;148584;BRF S.A.;http://www.valor.com.br/valor-ri;SP
01.838.723/0001-27;2025-01-01;2;148584;BRF S.A.;Valor Econômico;SP
01.851.771/0001-55;2025-01-01;4;149958;524 PARTICIPACOES S.A.;Diário do Acionista;RJ
01.896.779/0001-38;2025-01-01;1;148925;CSU DIGITAL S.A.;http://www.valor.com.br/valor-ri;SP
01.896.779/0001-38;2025-01-01;1;148925;CSU DIGITAL S.A.;https://ri.csu.com.br;SP
01.896.779/0001-38;2025-01-01;1;148925;CSU DIGITAL S.A.;Valor Econômico;SP
01.917.818/0001-36;2025-01-01;1;149913;LIGHT ENERGIA S.A.;Jornal Diário Comercial;RJ
01.917.818/0001-36;2025-01-01;1;149913;LIGHT ENERGIA S.A.;Portal NEO1 - www.portalneo1.net;RJ
01.917.818/0001-36;2025-01-01;1;149913;LIGHT ENERGIA S.A.;Website CVM - www.cvm.gov.br;RJ
01.917.818/0001-36;2025-01-01;1;149913;LIGHT ENERGIA S.A.;Website Diário Comercial - www.diariocomercial.com.br;RJ
01.917.818/0001-36;2025-01-01;1;149913;LIGHT ENERGIA S.A.;Website Light - www.light.com.br/ri;RJ
01.938.783/0001-11;2025-01-01;1;148434;CIA PARTICIPACOES ALIANCA DA BAHIA;WWW.ATARDE.COM.BR;BA
01.957.772/0001-89;2025-01-01;1;148473;SUL 116 PARTICIPACOES S.A.;Diário Comercial;RJ
01.957.772/0001-89;2025-01-01;1;148473;SUL 116 PARTICIPACOES S.A.;Diário Oficial do Estado;RJ
01.968.293/0001-68;2025-01-01;1;148462;Eletroriver S.A.;JORNAL A TARDE;BA
01.968.293/0001-68;2025-01-01;1;148462;Eletroriver S.A.;www.eletroriver.com.br;BA
01.989.044/0001-59;2025-01-01;3;148307;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Diario de Notícias de São Paulo;SP
02.016.440/0001-62;2025-01-01;3;150847;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Jornal do Comércio;RS
02.016.440/0001-62;2025-01-01;3;150847;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;www.cpfl.com.br/ri;SP
02.016.440/0001-62;2025-01-01;3;150847;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;www.valor.com.br/valor-ri;SP
02.016.507/0001-69;2025-01-01;2;150904;Cia de Ger. e Trans. de Energia Elétrica do Sul do Brasil;https://valor.globo.com/valor-ri/fatos-relevantes/;SP
02.016.507/0001-69;2025-01-01;2;150904;Cia de Ger. e Trans. de Energia Elétrica do Sul do Brasil;Notícias do Dia;SC
02.041.460/0001-93;2025-01-01;1;145327;V. Tal - Rede Neutra de Telecomunicações S.A.;Diário Comercial do Estado de São Paulo;SP
02.062.747/0001-08;2025-01-01;4;149962;SUDESTE S.A.;Diário do Acionista;RJ
02.117.801/0001-67;2025-01-01;1;148069;BONAIRE PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Monitor Mercantil;RJ
02.149.205/0001-69;2025-01-01;1;148651;PORTO SEGURO S.A.;O Estado de São Paulo;SP
02.149.205/0001-69;2025-01-01;1;148651;PORTO SEGURO S.A.;Portal de notícias do Jornal O Estado de São Paulo;SP
02.193.750/0001-52;2025-01-01;2;148430;DEXXOS PARTICIPAÇÕES S.A.;Portal NEO1;SP
02.201.787/0001-85;2025-01-01;1;148684;CEL PARTICIPAÇÕES S.A. - CELPAR;Jornal diário do acionista;RJ
02.201.787/0001-85;2025-01-01;1;148684;CEL PARTICIPAÇÕES S.A. - CELPAR;Jornal diário do acionista;RJ
02.217.319/0001-07;2025-01-01;4;150828;YBYRÁ CAPITAL S.A.;Diário do Acionista;RJ
02.255.187/0001-08;2025-01-01;2;148708;Unifique Telecomunicações S.A.;http://ri.unifique.com.br;SC
02.255.187/0001-08;2025-01-01;2;148708;Unifique Telecomunicações S.A.;https://www.nsctotal.com.br/santa;SC
02.258.422/0001-97;2025-01-01;1;148316;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Jornal Bem Paraná;PR
02.258.422/0001-97;2025-01-01;1;148316;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Valor Econômico;SP
02.281.836/0001-37;2025-01-01;1;148705;TRANSNORDESTINA LOGISTICA SA;O Povo;CE
02.286.479/0001-08;2025-01-01;1;148347;Localiza Fleet S.A.;Jornal Diário do Comércio;MG
02.286.479/0001-08;2025-01-01;1;148347;Localiza Fleet S.A.;Portal online - MZ: https://portal.mzgroup.com/fatos-relevantes/;MG
02.286.479/0001-08;2025-01-01;1;148347;Localiza Fleet S.A.;Site RI: https://ri.localiza.com/;MG
02.291.077/0001-93;2025-01-01;2;147040;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Monitor Mercantil;RJ
02.302.100/0001-06;2025-01-01;2;149435;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;Diário de Notícias;SP
02.302.101/0001-42;2025-01-01;5;149998;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Folha de São Paulo;SP
02.302.101/0001-42;2025-01-01;5;149998;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;https://ri.emae.com.br/;SP
02.328.280/0001-97;2025-01-01;1;147389;ELEKTRO REDES S.A.;http://ri.neoenergia.com/;SP
02.328.280/0001-97;2025-01-01;1;147389;ELEKTRO REDES S.A.;https://valor.globo.com/;SP
02.328.280/0001-97;2025-01-01;1;147389;ELEKTRO REDES S.A.;Jornal Valor Econômico Impresso;SP
02.338.534/0001-58;2025-01-01;5;149595;LONGDIS S.A.;Website de RI (https://migr-longdis.mz-sites.com);SP
02.351.144/0001-18;2025-01-01;1;148769;TEGMA GESTAO LOGISTICA S.A.;Portal de Notícias Valor Econômico;SP
02.351.144/0001-18;2025-01-01;1;148769;TEGMA GESTAO LOGISTICA S.A.;Portal MZ;SP
02.351.144/0001-18;2025-01-01;1;148769;TEGMA GESTAO LOGISTICA S.A.;Valor Econômico;SP
02.351.877/0001-52;2025-01-01;1;147625;LWSA S/A;ri.lwsa.tech;SP
02.351.877/0001-52;2025-01-01;1;147625;LWSA S/A;Valor Econômico;SP
02.351.877/0001-52;2025-01-01;1;147625;LWSA S/A;www.valor.globo.com/valor-ri/;SP
02.357.251/0001-53;2025-01-01;1;150019;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Diário Oficial da União;RS
02.365.069/0001-44;2025-01-01;2;149981;PADTEC HOLDING S.A.;www.padtec.com.br;SP
02.382.073/0001-10;2025-01-01;1;144606;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;Diário Comercial;RJ
02.382.073/0001-10;2025-01-01;1;144606;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;https://www.ibri.com.br/pt-br/rede-de-divulgacao/?id=261149/;SP
02.387.241/0001-60;2025-01-01;3;150936;RUMO S.A.;PR - Jornal Bem Paraná;PR
02.397.080/0001-96;2025-01-01;1;147385;ITAPEBI GERACAO DE ENERGIA S.A.;http://ri.neoenergia.com/;RJ
02.397.080/0001-96;2025-01-01;1;147385;ITAPEBI GERACAO DE ENERGIA S.A.;https://valor.globo.com/;RJ
02.397.080/0001-96;2025-01-01;1;147385;ITAPEBI GERACAO DE ENERGIA S.A.;Jornal Valor Econômico Impresso;RJ
02.421.421/0001-11;2025-01-01;2;150554;TIM S.A.;Valor Econômico;SP
02.429.144/0001-93;2025-01-01;2;150841;CPFL ENERGIA S.A.;Empresas.Net;SP
02.429.144/0001-93;2025-01-01;2;150841;CPFL ENERGIA S.A.;www.cpfl.com.br/ri;SP
02.429.144/0001-93;2025-01-01;2;150841;CPFL ENERGIA S.A.;www.valor.com.br/valor-ri;SP
02.451.848/0001-62;2025-01-01;1;145846;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;Jornal de Jundiaí (Jundiaí);SP
02.474.103/0001-19;2025-01-01;2;149679;ENGIE BRASIL ENERGIA S.A.;https://www.rededivulgacao.com.br;SP
02.474.103/0001-19;2025-01-01;2;149679;ENGIE BRASIL ENERGIA S.A.;Notícias do Dia;SC
02.502.844/0001-66;2025-01-01;3;148874;RUMO MALHA PAULISTA S.A.;O Dia - São Paulo/SP;SP
02.509.491/0001-26;2025-01-01;1;147236;CONC ECOVIAS IMIGRANTES S.A.;Diário do Grande ABC (Região do ABC);SP
02.536.066/0001-26;2025-01-01;1;148492;Vital Engenharia Ambiental S.A.;Monitor Mercantil;RJ
02.558.157/0001-62;2025-01-01;1;144156;TELEFÔNICA BRASIL S.A;ri.telefonica.com.br;SP
02.558.157/0001-62;2025-01-01;1;144156;TELEFÔNICA BRASIL S.A;Valor Econômico;SP
02.558.157/0001-62;2025-01-01;1;144156;TELEFÔNICA BRASIL S.A;www.valor.com.br/valor-ri;SP
02.560.878/0001-07;2025-01-01;1;146461;HOSPITAL ANCHIETA S.A.;https://www.hospitalanchieta.com.br/;DF
02.560.878/0001-07;2025-01-01;1;146461;HOSPITAL ANCHIETA S.A.;Jornal de Brasília;DF
02.591.787/0001-39;2025-01-01;2;146085;CAPITALPART PARTICIPACOES S.A.;Diário Comercial do Estado;SP
02.591.787/0001-39;2025-01-01;2;146085;CAPITALPART PARTICIPACOES S.A.;Diário Oficial do Estado;SP
02.600.854/0001-34;2025-01-01;2;150555;Tim Brasil Serviços e Participações S.A.;Monitor Mercantil;RJ
02.635.522/0001-95;2025-01-01;2;149850;Jalles Machado S.A.;O Popular;GO
02.635.522/0001-95;2025-01-01;2;149850;Jalles Machado S.A.;Portal Neo - https://www.portalneo1.net/;SP
02.664.042/0001-52;2025-01-01;2;149039;TERMINAL GARAGEM MENEZES CORTES S.A.;WWW.MENEZESCORTES.RIO.BR;RJ
02.664.042/0001-52;2025-01-01;2;149039;TERMINAL GARAGEM MENEZES CORTES S.A.;WWW.TGMC.COM.BR;RJ
02.724.983/0001-34;2025-01-01;2;149071;SANESALTO SANEAMENTO S.A.;Diário de Notícias;SP
02.724.983/0001-34;2025-01-01;2;149071;SANESALTO SANEAMENTO S.A.;Diário Oficial da União (Edição Nacional);SP
02.762.115/0001-49;2025-01-01;1;146220;MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.;Diário Oficial do Estado;RJ
02.762.115/0001-49;2025-01-01;1;146220;MASSA FALIDA DA MMX MINERACAO E METALICOS S.A.;Jornal Monitor Mercantil;RJ
02.762.121/0001-04;2025-01-01;1;148477;SANTOS BRASIL PARTICIPACOES S.A.;Valor Econômico;SP
02.762.121/0001-04;2025-01-01;1;148477;SANTOS BRASIL PARTICIPACOES S.A.;www.valor.com.br/fatosrelevantes;SP
02.762.124/0001-30;2025-01-01;4;149959;BETAPART PARTICIPACOES S.A.;Diário do Acionista;RJ
02.796.775/0001-40;2025-01-01;4;149961;GAMA PARTICIPACOES S.A.;Diário do Acionista;RJ
02.800.026/0001-40;2025-01-01;1;144296;COGNA EDUCAÇÃO S.A.;publicidadelegal.folha.com.br;SP
02.846.056/0001-97;2025-01-01;3;148918;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;https://portal.mzgroup.com/;SP
02.846.056/0001-97;2025-01-01;3;148918;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;https://valor.globo.com/valor-ri/;SP
02.846.056/0001-97;2025-01-01;3;148918;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;ri.motiva.com.br;SP
02.860.694/0001-62;2025-01-01;1;150152;T4F ENTRETENIMENTO S.A.;Valor Econômico;SP
02.916.265/0001-60;2025-01-01;1;149199;JBS S.A.;Valor Econômico;SP
02.916.265/0001-60;2025-01-01;1;149199;JBS S.A.;www.valor.com.br/fatosrelevantes;BR
02.919.555/0001-67;2025-01-01;2;149381;ARTERIS S.A.;Data Mercantil;SP
02.932.074/0001-91;2025-01-01;1;146194;HYPERA S.A.;Valor Econômico;SP
02.950.811/0001-89;2025-01-01;1;144604;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Diário de Notícias de São Paulo;SP
02.992.449/0001-09;2025-01-01;4;149964;PROMPT PARTICIPACOES S.A.;Diário do Acionista;RJ
02.998.301/0001-81;2025-01-01;1;149104;RIO PARANAPANEMA ENERGIA S.A.;https://estadaori.estadao.com.br/publicacoes/;SP
02.998.301/0001-81;2025-01-01;1;149104;RIO PARANAPANEMA ENERGIA S.A.;O Estado de São Paulo;SP
02.998.611/0001-04;2025-01-01;1;149909;ISA ENERGIA BRASIL;http://www.valor.com.br/valor-ri;SP
02.998.611/0001-04;2025-01-01;1;149909;ISA ENERGIA BRASIL;Jornal Valor Econômico;SP
03.014.553/0001-91;2025-01-01;2;146839;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Folha de São Paulo;SP
03.014.553/0001-91;2025-01-01;2;146839;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;www.folha.com.br;SP
03.014.553/0001-91;2025-01-01;2;146839;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;www.portalneo1.net;SP
03.025.305/0001-46;2025-01-01;1;149231;RODOVIAS DAS COLINAS S.A.;Folha de São Paulo - Caderno Interior;SP
03.207.703/0001-83;2025-01-01;1;146369;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Jornal Tribuna Ribeirão Preto;SP
03.220.438/0001-73;2025-01-01;3;147325;EQUATORIAL S.A.;https://ri.equatorialenergia.com.br/;BR
03.220.438/0001-73;2025-01-01;3;147325;EQUATORIAL S.A.;O Imparcial;MA
03.279.285/0001-30;2025-01-01;1;149140;Orizon Meio Ambiente S.A.;https://portal.mzgroup.com/;SP
03.279.285/0001-30;2025-01-01;1;149140;Orizon Meio Ambiente S.A.;Jornal Valor Econômico;SP
03.303.999/0001-36;2025-01-01;1;144950;DTCOM - DIRECT TO COMPANY S.A.;Diário Oficial do Estado;PR
03.303.999/0001-36;2025-01-01;1;144950;DTCOM - DIRECT TO COMPANY S.A.;Indústria & Comércio;PR
03.342.704/0001-30;2025-01-01;1;145369;PETRORECÔNCAVO S.A.;Correio da Bahia;BA
03.342.704/0001-30;2025-01-01;1;145369;PETRORECÔNCAVO S.A.;Diário Oficial do Estado da Bahia;BA
03.342.704/0001-30;2025-01-01;1;145369;PETRORECÔNCAVO S.A.;Portal NEO1;SP
03.378.521/0001-75;2025-01-01;1;145342;LIGHT S.A. - Em Recuperação Judicial;Jornal Diário Comercial;RJ
03.378.521/0001-75;2025-01-01;1;145342;LIGHT S.A. - Em Recuperação Judicial;Portal NEO1 - www.portalneo1.net;RJ
03.378.521/0001-75;2025-01-01;1;145342;LIGHT S.A. - Em Recuperação Judicial;Website CVM - www.cvm.gov.br;RJ
03.378.521/0001-75;2025-01-01;1;145342;LIGHT S.A. - Em Recuperação Judicial;Website Diário Comercial - www.diariocomercial.com.br;RJ
03.378.521/0001-75;2025-01-01;1;145342;LIGHT S.A. - Em Recuperação Judicial;Website Light - www.light.com.br/ri;RJ
03.467.321/0001-99;2025-01-01;1;148556;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;A Gazeta;MT
03.467.321/0001-99;2025-01-01;1;148556;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;https://ri.energisa.com.br/;MG
03.467.321/0001-99;2025-01-01;1;148556;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
03.494.776/0001-01;2025-01-01;2;144725;AMMO VAREJO S.A.;Valor Econômico;SP
03.538.833/0001-07;2025-01-01;4;149965;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;Diário do Acionista;RJ
03.758.318/0001-24;2025-01-01;2;146025;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Diário Comercial;RJ
03.767.538/0001-14;2025-01-01;1;148664;BRAZILIAN SECURITIES CIA SECURITIZACAO;Valor Econômico;SP
03.795.050/0001-09;2025-01-01;1;147384;TERMOPERNAMBUCO S.A.;http://ri.neoenergia.com/;RJ
03.795.050/0001-09;2025-01-01;1;147384;TERMOPERNAMBUCO S.A.;https://valor.globo.com/;RJ
03.795.050/0001-09;2025-01-01;1;147384;TERMOPERNAMBUCO S.A.;Jornal Valor Econômico Impresso;RJ
03.802.115/0001-98;2025-01-01;1;144464;CLEAR SALE S.A.;Portal do Valor Econômico - http://www.valor.com.br/valor-ri;SP
03.802.115/0001-98;2025-01-01;1;144464;CLEAR SALE S.A.;Valor Econômico;SP
03.820.456/0001-96;2025-01-01;1;148464;BSB Energética S.A.;https://bsbenergetica.com.br;MG
03.847.461/0001-92;2025-01-01;1;148199;BRADESPAR S.A.;Valor Econômico;SP
03.853.896/0001-40;2025-01-01;1;146300;MARFRIG GLOBAL FOODS S.A.;www.valor.com.br/valor-ri;SP
03.953.509/0001-47;2025-01-01;2;150844;CPFL GERACAO DE ENERGIA S.A.;Empresas.Net;SP
03.953.509/0001-47;2025-01-01;2;150844;CPFL GERACAO DE ENERGIA S.A.;www.cpfl.com.br/ri;SP
03.953.509/0001-47;2025-01-01;2;150844;CPFL GERACAO DE ENERGIA S.A.;www.valor.com.br/valor-ri;SP
03.983.431/0001-03;2025-01-01;2;149431;EDP - ENERGIAS DO BRASIL S.A.;Diário de Notícias;SP
04.030.182/0001-02;2025-01-01;1;146815;CABINDA PARTICIPACOES S.A.;CVM;SP
04.030.182/0001-02;2025-01-01;1;146815;CABINDA PARTICIPACOES S.A.;SPED - RECEITA FEDERAL;SP
04.031.213/0001-31;2025-01-01;1;146816;CACONDE PARTICIPACOES S.A.;CVM;SP
04.031.213/0001-31;2025-01-01;1;146816;CACONDE PARTICIPACOES S.A.;SPED - RECEITA FEDERAL;SP
04.032.433/0001-80;2025-01-01;1;148095;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Diário Comercial do Estado;RJ
04.032.433/0001-80;2025-01-01;1;148095;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;www.luzdigi.com.br;SP
04.038.763/0001-82;2025-01-01;1;146817;CAIANDA PARTICIPACOES S.A.;CVM;SP
04.038.763/0001-82;2025-01-01;1;146817;CAIANDA PARTICIPACOES S.A.;SPED - RECEITA FEDERAL;SP
04.065.053/0001-41;2025-01-01;2;151544;BRZ Empreendimentos e Construções S.A.;Diário Oficial do Estado de Minas Gerais;MG
04.065.053/0001-41;2025-01-01;2;151544;BRZ Empreendimentos e Construções S.A.;Jornal hoje em dia;MG
04.065.053/0001-41;2025-01-01;2;151544;BRZ Empreendimentos e Construções S.A.;www.valor.com.br/valor-ri;MG
04.069.709/0001-02;2025-01-01;3;150933;Bionexo S.A.;Diário Oficial do Estado de São Paulo;SP
04.069.709/0001-02;2025-01-01;3;150933;Bionexo S.A.;http://www.portalneo1.net;SP
04.069.709/0001-02;2025-01-01;3;150933;Bionexo S.A.;Valor Econômico;SP
04.089.570/0001-50;2025-01-01;1;144605;ÁGUAS GUARIROBA S.A;Correio do Estado;MS
