CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;Caixa_Postal;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email
07.047.251/0001-70;2025-01-01;2;146247;CIA ENERGETICA DO CEARA - COELCE;Endereço da Sede;Rua Padre Valdevino;150;Centro;Fortaleza;CE;Brasil;60135040;;;85;34534029;;;;brasil.investorrelations@enel.com
07.047.251/0001-70;2025-01-01;2;146247;CIA ENERGETICA DO CEARA - COELCE;Endereço para Correspondência;Rua Padre Valdevino;150;Centro;Fortaleza;CE;Brasil;60135040;;;85;34534029;;;;brasil.investorrelations@enel.com
07.119.838/0001-48;2025-01-01;1;147002;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Endereço da Sede;Rua das Olimpíadas , 242;7º andar;VIla Olímpia;São Paulo;SP;Brasil;04551000;;;11;31649485;;;;estruturadas@cashme.com.br
07.119.838/0001-48;2025-01-01;1;147002;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Endereço para Correspondência;Rua das Olimpíadas , 242;7º andar;VIla Olímpia;São Paulo;SP;Brasil;04551000;;;11;31649485;;;;estruturadas@cashme.com.br
07.206.816/0001-15;2025-01-01;1;144168;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Endereço da Sede;ROD. BR 116;KM 18 S/N;JABUTI;Eusébio;CE;Brasil;61766650;;;85;40055500;;;;ri@mdiasbranco.com.br / fabio.cefaly@mdiasbranco.com.br
07.206.816/0001-15;2025-01-01;1;144168;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Endereço para Correspondência;ROD. BR 116;KM 18 S/N;JABUTI;Eusébio;CE;Brasil;61766650;;;85;40055500;;;;ri@mdiasbranco.com.br / fabio.cefaly@mdiasbranco.com.br
07.237.373/0001-20;2025-01-01;1;144612;BCO NORDESTE DO BRASIL S.A.;Endereço da Sede;Av. Dr. Silas Munguba;5.700;Passaré;Fortaleza;CE;Brasil;60743902;;;85;32993000;;;;ri_diretor@bnb.gov.br
07.237.373/0001-20;2025-01-01;1;144612;BCO NORDESTE DO BRASIL S.A.;Endereço para Correspondência;Av. Dr. Silas Munguba;5.700;Passaré;Fortaleza;CE;Brasil;60743902;;;85;32993000;;;;relacionamento@bnb.gov.br
07.253.321/0001-47;2025-01-01;1;145783;CARBOMIL SA MINER. E INDUSTRIA;Endereço da Sede;Rua Desembargador Lauro Nogueira, 1500;sala 907;Papicu;Fortaleza;CE;Brasil;60176065;;;85;999946813;;;;candido@carbomil.com.br
07.253.321/0001-47;2025-01-01;1;145783;CARBOMIL SA MINER. E INDUSTRIA;Endereço para Correspondência;AV. DOM LUIS, 807;17o. ANDAR, SALA 01;MEIRELES;Fortaleza;CE;Brasil;60160230;;;85;31989941;;;;candido@carbomil.com.br
07.275.159/0001-68;2025-01-01;1;147057;PETROLEO LUB DO NORDESTE SA;Endereço da Sede;RUA AMANCIO PHILOMENO, 199;;MUCURIPE;Fortaleza;CE;Brasil;60180320;;;85;40064316;;;;lopes@petrolusa.com.br
07.275.159/0001-68;2025-01-01;1;147057;PETROLEO LUB DO NORDESTE SA;Endereço para Correspondência;RUA AMANCIO PHILOMENO, 199;;MUCURIPE;Fortaleza;CE;Brasil;60180320;;;85;40064316;;;;lopes@petrolusa.com.br
07.282.377/0001-20;2025-01-01;1;148561;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Endereço da Sede;Rodovia Assis Chateaubriand, s/nº - km 455;(mais 600 metros);Vila Maria;Presidente Prudente;SP;Brasil;19053680;;;18;39023500;;;;ri@energisa.com.br
07.282.377/0001-20;2025-01-01;1;148561;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Endereço para Correspondência;Praça Rui Barbosa, 80;Parte;Centro;Cataguases;MG;Brasil;36770901;;;32;34296000;;;;ri@energisa.com.br
07.334.600/0001-35;2025-01-01;2;148060;MARINA DE IRACEMA PARK SA;Endereço da Sede;AVENIDA PRESIDENTE CASTELO BRANCO 400;N/A;PRAIA DE IRACEMA;Fortaleza;CE;Brasil;60191070;;;85;40069595;;;;marinapark@marina.com.br
07.334.600/0001-35;2025-01-01;2;148060;MARINA DE IRACEMA PARK SA;Endereço para Correspondência;AVENIDA PRESIDENTE CASTELO BRANCO 400;N/A;PRAIA DE IRACEMA;Fortaleza;CE;Brasil;60191070;;;85;40069595;;;;marinapark@marina.com.br
07.401.436/0001-31;2025-01-01;2;146818;ELDORADO BRASIL CELULOSE S.A.;Endereço da Sede;Avenida Marginal Direita do Tietê;500;Vila Jaguara;São Paulo;SP;Brasil;05118100;;;11;25050258;;;;ri@eldoradobrasil.com.br
07.401.436/0001-31;2025-01-01;2;146818;ELDORADO BRASIL CELULOSE S.A.;Endereço para Correspondência;Avenida Marginal Direita do Tietê,500;500;Vila Jaguara;São Paulo;SP;Brasil;05118100;;;11;25050258;;;;ri@eldoradobrasil.com.br
07.415.333/0001-20;2025-01-01;1;148628;SIMPAR S.A.;Endereço da Sede;Rua Doutor Renato Paes de Barros, 1017;10º andar, cj. 101;Itaim Bibi;São Paulo;SP;Brasil;04530001;;;11;23777043;;;;ri@simpar.com.br
07.415.333/0001-20;2025-01-01;1;148628;SIMPAR S.A.;Endereço para Correspondência;Rua Doutor Renato Paes de Barros, 1017;10º andar, cj. 101;Itaim Bibi;São Paulo;SP;Brasil;04530001;;;11;23777043;;;;ri@simpar.com.br
07.526.557/0001-00;2025-01-01;1;146101;AMBEV S.A.;Endereço da Sede;Rua Dr. Renato Paes de Barros, 1.017;4º andar;Itaim Bibi;São Paulo;SP;Brasil;04530001;;;11;21221414;;;;ri@ambev.com.br
07.526.557/0001-00;2025-01-01;1;146101;AMBEV S.A.;Endereço para Correspondência;Rua Dr. Renato Paes de Barros, 1.017;4º andar;Itaim Bibi;São Paulo;SP;Brasil;04530001;;;11;21221414;;;;ri@ambev.com.br
07.594.978/0001-78;2025-01-01;1;148815;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Endereço da Sede;Avenida Paulista, nº 1.294;2º andar;Bela Vista;São Paulo;SP;Brasil;01310100;;;11;38789701;;;;ri@smartfit.com
07.594.978/0001-78;2025-01-01;1;148815;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Endereço para Correspondência;Avenida Paulista, nº 1.294;2º andar;Bela Vista;São Paulo;SP;Brasil;01310100;;;11;38789701;;;;ri@smartfit.com
07.628.528/0001-59;2025-01-01;1;149147;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Endereço da Sede;Avenida Rebouças, n°. 2.942;6º andar;Pinheiros;São Paulo;SP;Brasil;05402500;;;11;30355350;;;;ri@brasil-agro.com
07.628.528/0001-59;2025-01-01;1;149147;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Endereço para Correspondência;Avenida Rebouças, n°. 2.942;6º andar;Pinheiros;São Paulo;SP;Brasil;05402500;;;11;30355350;;;;ri@brasil-agro.com
07.636.657/0001-99;2025-01-01;2;149368;Aço Verde do Brasil S.A;Endereço da Sede;Rodovia BR 222, Km 14,5;Gleba Itinga,Lote 71;Distrito de Pequiá;Açailândia;MA;Brasil;65930000;;;99;35921600;;;;ri@ferroeste.com.br
07.636.657/0001-99;2025-01-01;2;149368;Aço Verde do Brasil S.A;Endereço para Correspondência;Avenida do Contorno 3800;19º andar;Santa Efigênia;Belo Horizonte;MG;Brasil;30110022;;;31;32282500;;;;ri@ferroeste.com.br
07.659.538/0001-51;2025-01-01;1;150795;DINAMICA ENERGIA S.A.;Endereço da Sede;RUA VINICIUS DE MORAES;266 PARTE;IPANEMA;Rio de Janeiro;RJ;Brasil;22411010;;;21;22216142;;;;bancoclassico@uol.com.br
07.659.538/0001-51;2025-01-01;1;150795;DINAMICA ENERGIA S.A.;Endereço para Correspondência;RUA VINICIUS DE MORAES;266 PARTE;IPANEMA;Rio de Janeiro;RJ;Brasil;22411010;;;21;22216142;;;;bancoclassico@uol.com.br
07.689.002/0001-89;2025-01-01;1;144509;EMBRAER S.A.;Endereço da Sede;Av. Brigadeiro Faria Lima 2170;;Putim;São José dos Campos;SP;Brasil;12227901;;;12;39271000;;;;investor.relations@embraer.com.br
07.689.002/0001-89;2025-01-01;1;144509;EMBRAER S.A.;Endereço para Correspondência;Avenida Dra. Ruth Cardoso, 8.501;30º andar (parte);Pinheiros;São Paulo;SP;Brasil;05425070;;;11;30406874;;;;investor.relations@embraer.com.br
07.714.104/0001-07;2025-01-01;1;148499;Giga Mais Fibra Telecomunicações S.A.;Endereço da Sede;Rua Manoel Serrazina;nº 620;Almas do Mato;;RJ;Brasil;28640000;;;22;25378000;;;;ri@alloha.com
07.714.104/0001-07;2025-01-01;1;148499;Giga Mais Fibra Telecomunicações S.A.;Endereço para Correspondência;Rua Henrique Schaumann, 270;10º 11º 12º andares;Jardim Paulista;São Paulo;SP;Brasil;05413010;;;22;25378000;;;;ri@alloha.com
07.718.269/0001-57;2025-01-01;2;144715;SPRINGS GLOBAL PARTICIPACOES S.A.;Endereço da Sede;Av. Lincoln Alves dos Santos;955;Distrito Industrial;Montes Claros;MG;Brasil;39404005;;;38;40095000;;;;ri@springs.com
07.718.269/0001-57;2025-01-01;2;144715;SPRINGS GLOBAL PARTICIPACOES S.A.;Endereço para Correspondência;Av. Paulista 1754;2º sl.;Cerqueira Cesar;São Paulo;SP;Brasil;01310920;;;11;21454476;;;;ri@springs.com
07.802.794/0001-56;2025-01-01;2;149174;ESSENTIA PCHS S.A.;Endereço da Sede;Rua Campos Bicudo, 98;4º andar;Jardim Europa;São Paulo;SP;Brasil;04536010;;;11;23971450;;;;ri@essentiaenergia.com.br
07.802.794/0001-56;2025-01-01;2;149174;ESSENTIA PCHS S.A.;Endereço para Correspondência;Rua Campos Bicudo, 98;4º andar;Jardim Europa;São Paulo;SP;Brasil;04536010;;;11;23971450;;;;ri@essentiaenergia.com.br
07.816.890/0001-53;2025-01-01;1;149899;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Endereço da Sede;Av. das Américas, 4200 bloco 2;5º andar;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;;21;30315224;;;;ri@multiplan.com.br
07.816.890/0001-53;2025-01-01;1;149899;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Endereço para Correspondência;Av. das Américas, 4200 bloco 2;5º andar;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;;21;30315224;;;;ri@multiplan.com.br
07.820.907/0001-46;2025-01-01;1;149640;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Endereço da Sede;Av. Santo Amaro;nº 48, conjunto 62;Vila Nova Conceição;São Paulo;SP;Brasil;04506000;;;21;30314600;;;;ri@fica.net.br
07.820.907/0001-46;2025-01-01;1;149640;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Endereço para Correspondência;Av. Santo Amaro;nº 48, conjunto 62;Vila Nova Conceição;São Paulo;SP;Brasil;04506000;;;21;30314600;;;;ri@fica.net.br
07.823.262/0001-03;2025-01-01;1;149927;Foz do Rio Claro Energia S.A.;Endereço da Sede;Rua Gomes de Carvalho, 1.996, 15º andar, Conjunto 151;Sala J;Vila Olímpia;São Paulo;SP;Brasil;04547006;;;11;45712400;;;;ri@alupar.com.br
07.823.262/0001-03;2025-01-01;1;149927;Foz do Rio Claro Energia S.A.;Endereço para Correspondência;Rua Gomes de Carvalho, 1.996, 15º andar, Conjunto 151;Sala J;Vila Olímpia;São Paulo;SP;Brasil;04547006;;;11;45712400;;;;ri@alupar.com.br
07.857.093/0001-14;2025-01-01;2;149179;AURA MINERALS INC.;Endereço da Sede;Craigmur Chambers, P.O. Box 71;;Tortola;Road Town;;Ilhas Virgens (Britânicas);;;;11;31970269;;;;HarneysFiduciary@harneys.com
07.857.093/0001-14;2025-01-01;2;149179;AURA MINERALS INC.;Endereço no Exterior;Craigmur Chambers, P.O. Box 71;;Tortola;Road Town;;Ilhas Virgens (Britânicas);;;;44;42233;;;;HarneysFiduciary@harneys.com
07.857.093/0001-14;2025-01-01;2;149179;AURA MINERALS INC.;Endereço para Correspondência;Av. Das Nações Unidas 14261;Torre B andar 26;Vila Gertrude;São Paulo;SP;Brasil;4730090;;;11;31970269;;;;ri@auraminerals.com
07.857.850/0001-50;2025-01-01;2;151559;GP INVESTMENTS, LTD.;Endereço da Sede;16 Burnaby Street;HM11;;;;Bermudas;00000000;;;11;35565505;;;;todosformulariodereferencia@gp-investments.com
07.857.850/0001-50;2025-01-01;2;151559;GP INVESTMENTS, LTD.;Endereço para Correspondência;16 Burnaby Street;HM11;;;;Bermudas;00000000;;;11;35565505;;;;todosformulariodereferencia@gp-investments.com
07.859.971/0001-30;2025-01-01;1;144682;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Endereço da Sede;Av. das Américas, 2480;Bloco 6;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640101;;;21;22126000;;;;investor.relations@taesa.com.br
07.859.971/0001-30;2025-01-01;1;144682;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Endereço para Correspondência;Av. das Américas, 2480;Bloco 6;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640101;;;21;22126000;;;;investor.relations@taesa.com.br
07.882.930/0001-65;2025-01-01;1;148539;Mitre Realty Empreendimentos e Participações S.A.;Endereço da Sede;Alameda Santos, 700;5º Andar;Jardim Paulista;São Paulo;SP;Brasil;01418002;;;11;48100500;;;;ri@mitrerealty.com.br
07.882.930/0001-65;2025-01-01;1;148539;Mitre Realty Empreendimentos e Participações S.A.;Endereço para Correspondência;Alameda Santos, 700;5º Andar;Jardim Paulista;São Paulo;SP;Brasil;01418002;;;11;48100524;;;;ri@mitrerealty.com.br
08.065.557/0001-12;2025-01-01;1;149455;TECNISA S.A.;Endereço da Sede;Avenida Nicolas Boer, 399;5º andar - Unid 502S;Jardim das Perdizes;São Paulo;SP;Brasil;01140060;;;11;37081162;;;;ri@tecnisa.com.br
08.065.557/0001-12;2025-01-01;1;149455;TECNISA S.A.;Endereço para Correspondência;Avenida Nicolas Boer, 399;5º andar - Unid 502S;Jardim das Perdizes;São Paulo;SP;Brasil;01140060;;;11;37081162;;;;ri@tecnisa.com.br
08.070.508/0001-78;2025-01-01;2;150909;RAIZEN ENERGIA S.A.;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 4.100;11º andar, parte V;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;11;45171545;;;;depart.ri@raizen.com
08.070.508/0001-78;2025-01-01;2;150909;RAIZEN ENERGIA S.A.;Endereço para Correspondência;Avenida Brigadeiro Faria Lima, nº 4.100;12º andar;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;11;45171545;;;;depart.ri@raizen.com
08.078.847/0001-09;2025-01-01;1;147058;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Endereço da Sede;Rua Estados Unidos;1971;Jardim América;São Paulo;SP;Brasil;01427002;;;11;30670012;;;;ri@lopes.com.br
08.078.847/0001-09;2025-01-01;1;147058;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Endereço para Correspondência;Rua Estados Unidos;1971;Jardim América;São Paulo;SP;Brasil;01427002;;;11;30670012;;;;ri@lopes.com.br
08.100.057/0001-74;2025-01-01;2;149726;Tecnogera-Locação e Transformação de Energia S.A.;Endereço da Sede;Avenida Robert Kennedy nº 615, 625;BL 01;Planalto;;SP;Brasil;09862172;;;11;40534888;;;;ri@tecnogera.com.br
08.100.057/0001-74;2025-01-01;2;149726;Tecnogera-Locação e Transformação de Energia S.A.;Endereço para Correspondência;Avenida Robert Kennedy nº 615, 625;BL 01;Planalto;;SP;Brasil;09862172;;;11;40534888;;;;ri@tecnogera.com.br
08.159.965/0001-33;2025-01-01;3;149696;IGUA SANEAMENTO S.A.;Endereço da Sede;Rua Hungria, 1.400;5º Andar;Jardim Europa;São Paulo;SP;Brasil;01455000;;;11;35008600;;;;ri@iguasa.com.br
08.159.965/0001-33;2025-01-01;3;149696;IGUA SANEAMENTO S.A.;Endereço para Correspondência;Rua Hungria, 1.400;5º Andar;Jardim Europa;São Paulo;SP;Brasil;01455000;;;11;35008600;;;;ri@iguasa.com.br
08.170.849/0001-15;2025-01-01;1;146545;DESKTOP S.A.;Endereço da Sede;Avenida Ampélio Gazzetta, nº 1.421;;Engenho Novo;Nova Odessa;SP;Brasil;13385042;;;19;35143100;;;;ri@desktop.net.br
08.170.849/0001-15;2025-01-01;1;146545;DESKTOP S.A.;Endereço para Correspondência;Avenida Ampélio Gazzetta, nº 1.421;;Engenho Novo;Nova Odessa;SP;Brasil;13385042;;;19;35143100;;;;ri@desktop.net.br
08.213.823/0001-07;2025-01-01;1;149168;AURA ALMAS MINERAÇÃO S.A.;Endereço da Sede;Avenida das Nações Unidas, 14.261 Torre B;Escritório 26-126;Vila Gertrudes;São Paulo;SP;Brasil;04730090;;;11;21647340;;;;ri@auraminerals.com
08.213.823/0001-07;2025-01-01;1;149168;AURA ALMAS MINERAÇÃO S.A.;Endereço para Correspondência;Avenida das Nações Unidas, 14.261 Torre B;Escritório 26-126;Vila Gertrudes;São Paulo;SP;Brasil;04730090;;;11;21647340;;;;ri@auraminerals.com
08.262.121/0001-13;2025-01-01;1;148883;Alubar Metais e Cabos S.A.;Endereço da Sede;Rodovia PA 481;s/n, Km 2,3;Centro;Barcarena;PA;Brasil;68447000;;;91;33227615;;;;ri@alubar.net
08.262.121/0001-13;2025-01-01;1;148883;Alubar Metais e Cabos S.A.;Endereço para Correspondência;Av. Juscelino Kubitschek, 1327;6º andar;Itaim Bibi;São Paulo;SP;Brasil;00454301;;;91;33227615;;;;ri.alubar@alubar.net
08.294.224/0001-65;2025-01-01;1;144640;JHSF PARTICIPACOES S.A.;Endereço da Sede;Avenida Alcides Sangirardi s/n - 301 Usina SP;Espaço C.01.01;Cidade Jardim;São Paulo;SP;Brasil;05672015;;;11;37025473;;;;ri@jhsf.com.br
08.294.224/0001-65;2025-01-01;1;144640;JHSF PARTICIPACOES S.A.;Endereço para Correspondência;Avenida Alcides Sangirardi s/n - 301 Usina SP;Espaço C.01.01;Cidade Jardim;São Paulo;SP;Brasil;05672015;;;11;37025473;;;;ri@jhsf.com.br
08.312.229/0001-73;2025-01-01;1;148781;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Endereço da Sede;Av. República do Líbano;1921;Ibirapuera;São Paulo;SP;Brasil;04501002;;;11;50568312;;;;ri@eztec.com.br
08.312.229/0001-73;2025-01-01;1;148781;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Endereço para Correspondência;Av. República do Líbano;1921;Ibirapuera;São Paulo;SP;Brasil;04501002;;;11;50568312;;;;ri@eztec.com.br
08.322.396/0001-03;2025-01-01;1;148079;CERRADINHO BIOENERGIA S.A.;Endereço da Sede;Rodovia GO 050, km 11 + 900mts;S/Nº;Zona Rural;Chapadão do Céu;GO;Brasil;75828000;;;17;33112990;;;;ri@cerradinho.com.br
08.322.396/0001-03;2025-01-01;1;148079;CERRADINHO BIOENERGIA S.A.;Endereço para Correspondência;Rua Martinho Canozo;663;Parque Joaquim Lopes;Catanduva;SP;Brasil;15800660;;;17;33112900;;;;ri@cerradinho.com.br
08.324.196/0001-81;2025-01-01;1;147392;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Endereço da Sede;Rua Mermoz;Nº 150;Baldo;Natal;RN;Brasil;59025250;;;21;32359828;;;;ri@neoenergia.com
08.324.196/0001-81;2025-01-01;1;147392;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Endereço para Correspondência;Praia do Flamengo, 78;10º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210030;;;21;32359828;;;;ri@neoenergia.com
08.343.492/0001-20;2025-01-01;1;147485;MRV ENGENHARIA E PARTICIPACOES S.A.;Endereço da Sede;Avenida Professor Mario Werneck;621;Estoril;Belo Horizonte;MG;Brasil;30455610;;;31;36158153;;;;ri@mrv.com.br
08.343.492/0001-20;2025-01-01;1;147485;MRV ENGENHARIA E PARTICIPACOES S.A.;Endereço para Correspondência;Avenida Professor Mario Werneck;621;Estoril;Belo Horizonte;MG;Brasil;30455610;;;31;36158153;;;;ri@mrv.com.br
08.364.948/0001-38;2025-01-01;1;144679;ALUPAR INVESTIMENTO S/A;Endereço da Sede;Rua Gomes de Carvalho, nº 1996;16 andar;Vila Olímpia;São Paulo;SP;Brasil;04547905;;;11;45712400;;;;ri@alupar.com.br
08.364.948/0001-38;2025-01-01;1;144679;ALUPAR INVESTIMENTO S/A;Endereço para Correspondência;Rua Gomes de Carvalho, nº 1996;16 andar;Vila Olímpia;São Paulo;SP;Brasil;04547905;;;11;45712400;;;;ri@alupar.com.br
08.397.078/0001-01;2025-01-01;1;144447;GSH CORP Participações S.A.;Endereço da Sede;Praia do Flamengo 154;13º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210906;;;21;38122628;;;;ri@gshcorp.com.br
08.397.078/0001-01;2025-01-01;1;144447;GSH CORP Participações S.A.;Endereço para Correspondência;Praia do Flamengo 154;13º andar;Flamengo;Rio de Janeiro;RJ;Brasil;22210906;;;21;38122628;;;;ri@gshcorp.com.br
08.402.943/0001-52;2025-01-01;1;148223;GUARARAPES CONFECCOES S.A.;Endereço da Sede;Rodovia BR 101 Norte, nº 9.000, Anexo Guararapes Confecções;;N. Sra. Apresentação;Natal;RN;Brasil;59115900;;;84;32041100;;;;ri@riachuelo.com.br
08.402.943/0001-52;2025-01-01;1;148223;GUARARAPES CONFECCOES S.A.;Endereço para Correspondência;Rua Lemos Monteiro, 120;Andar 15/16/17/18;Butantã;São Paulo;SP;Brasil;05501050;;;11;29717420;;;;diretorri@guararapes.ind.br
08.424.178/0001-71;2025-01-01;1;148421;TECBLU TECELAGEM BLUMENAU S.A.;Endereço da Sede;ROD. BR 101, KM 15;SN;JARDIM BLUMENAU;Parnamirim;RN;Brasil;59150000;;;81;38781200;;;;diretoria@aguisa.com.br
08.424.178/0001-71;2025-01-01;1;148421;TECBLU TECELAGEM BLUMENAU S.A.;Endereço para Correspondência;RUA PADRE CARAPUCEIRO, 968 - EMP.Q.GALVÃO TORRE JANETE COSTA;SALA 01;BOA VIAGEM;Recife;PE;Brasil;51020280;;;81;38781200;;;;diretoria@aguisa.com.br
08.439.659/0001-50;2025-01-01;2;150843;CPFL ENERGIAS RENOVÁVEIS S.A.;Endereço da Sede;Rua Jorge de Figueiredo Corrêa, nº 1.632;;Jd. Prof. Tarcília;Campinas;SP;Brasil;13087397;;;19;37568458;;;;ri@cpfl.com.br
08.439.659/0001-50;2025-01-01;2;150843;CPFL ENERGIAS RENOVÁVEIS S.A.;Endereço para Correspondência;Rua Jorge de Figueiredo Corrêa, nº 1.632;;Jd. Prof. Tarcília;Campinas;SP;Brasil;13087397;;;19;37568458;;;;ri@cpfl.com.br
08.467.115/0001-00;2025-01-01;3;146764;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Endereço da Sede;Avenida Clovis Paim Grivot;11;Humaitá;Porto Alegre;RS;Brasil;90250020;;;61;34261000;;;;ri@equatorialenergia.com.br
08.467.115/0001-00;2025-01-01;3;146764;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Endereço para Correspondência;SCS, Quadra 09, Lote C, Torre A, Parque Cidade Corporate;12º andar;Asa Sul;Brasília;DF;Brasil;70308200;;;61;34261000;;;;ri@equatorialenergia.com.br
08.534.605/0001-74;2025-01-01;3;149377;RENOVA ENERGIA S.A.;Endereço da Sede;Avenida das Nações Unidas, nº 10.989;conjunto 82;Vila Olimpia;São Paulo;SP;Brasil;04578000;;;11;35091100;;;;ri@renovaenergia.com.br
08.534.605/0001-74;2025-01-01;3;149377;RENOVA ENERGIA S.A.;Endereço para Correspondência;Avenida das Nações Unidas, nº 10.989;conjunto 82;Vila Olimpia;São Paulo;SP;Brasil;04578000;;;11;35091100;;;;ri@renovaenergia.com.br
08.560.444/0001-93;2025-01-01;1;146426;CIA CELG DE PARTICIPACOES - CELGPAR;Endereço da Sede;Rua 88-A, Quadra F-37, Lote 13, nº 116, CEP 74085-020;;Setor Sul;Goiânia;GO;Brasil;74805080;;;62;34145910;;;;relacoescominvestidores@celgpar.com
08.560.444/0001-93;2025-01-01;1;146426;CIA CELG DE PARTICIPACOES - CELGPAR;Endereço para Correspondência;Rua 88-A, Quadra F-37, Lote 13, nº 116, CEP 74085-020;;Setor Sul;Goiânia;GO;Brasil;74805080;;;62;34145910;;;;relacoescominvestidores@celgpar.com
08.574.411/0001-00;2025-01-01;1;149038;PRÁTICA PRODUTOS S.A.;Endereço da Sede;Rodovia BR 459 - km 101;s/nº;Loteamento Ipiranga;Pouso Alegre;MG;Brasil;37556140;;;35;34491200;;;;dri@praticabr.com
08.574.411/0001-00;2025-01-01;1;149038;PRÁTICA PRODUTOS S.A.;Endereço para Correspondência;Rodovia BR 459 - km 101;s/nº;Loteamento Ipiranga;Pouso Alegre;MG;Brasil;37556140;;;35;34491200;;;;dri@praticabr.com
08.613.550/0001-98;2025-01-01;2;144251;Nexpe Participações S.A;Endereço da Sede;Rua Flórida, nº 1.595;3º andar, conj.31;Cidade Monções;São Paulo;SP;Brasil;04565001;;;21;33433000;;;;ri@nexpe.co
08.613.550/0001-98;2025-01-01;2;144251;Nexpe Participações S.A;Endereço para Correspondência;Rua Flórida, nº 1.595;3º andar, conj.31;Cidade Monções;São Paulo;SP;Brasil;04565001;;;21;33433000;;;;ri@nexpe.co
08.764.621/0001-53;2025-01-01;1;148668;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Endereço da Sede;Av. Angélica, 2466;24 andar - Conj. 241;Cerqueira César;São Paulo;SP;Brasil;01228200;;;11;31595100;;;;dri@generalshopping.com.br
08.764.621/0001-53;2025-01-01;1;148668;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Endereço para Correspondência;Av. Angélica, 2466;24 andar - Conj. 241;Cerqueira César;São Paulo;SP;Brasil;01228200;;;11;31595100;;;;dri@generalshopping.com.br
08.773.135/0001-00;2025-01-01;3;150824;2W Ecobank S.A. - Em Recuperação Judicial;Endereço da Sede;Rua Arquiteto Olavo Redig  de Campos, nº 105, Ed. EZ Towers;A, conj. 162A sala 1;Vila São Francisco;São Paulo;SP;Brasil;04711905;;;11;39579400;;;;ri@2wecobank.com.br
08.773.135/0001-00;2025-01-01;3;150824;2W Ecobank S.A. - Em Recuperação Judicial;Endereço para Correspondência;Rua Arquiteto Olavo Redig  de Campos, nº 105, Ed. EZ Towers;A, conj. 162A sala 1;Vila São Francisco;São Paulo;SP;Brasil;04711905;;;11;39579400;;;;ri@2wecobank.com.br
08.795.211/0001-70;2025-01-01;1;148640;MAESTRO LOCADORA DE VEICULOS S.A.;Endereço da Sede;Rua Paulo do Vale, nº 356;Sala 3, Fundos;Vila Cercado Grande;Embu;SP;Brasil;06804010;;;11;47850200;;;;carlos.alves@maestrofrotas.com.br
08.795.211/0001-70;2025-01-01;1;148640;MAESTRO LOCADORA DE VEICULOS S.A.;Endereço para Correspondência;Av. Queiroz Filho, 1560;2º andar;Vila Hamburguesa;São Paulo;SP;Brasil;05319000;;;11;47850200;;;;carlos.alves@maestrofrotas.com.br
08.797.760/0001-83;2025-01-01;1;145591;Cury Construtora e Incorporadora S.A.;Endereço da Sede;Rua Funchal, nº 411, 13º andar;Conjunto 132-D;Vila Olímpia;São Paulo;SP;Brasil;04551060;;;11;30469696;;;;ronaldo.cury@cury.net
